Artikelnummer;Oms1;Oms2;Oms3;Zoeknaam;Groep;EAN;Verkoopprijs;Eenheid;Prijs per;Voorraad
206-050         ;SLANGNIPPEL M18X1.5 90G 18-10;VOOR SLANG NW 10 - 11MM;;206050  ;F21     ;;17.78;ST.     ;1;0
20602002        ;Slang 1/4 200mm r8*h8;;;20602002;F35     ;;3.90;ST      ;1;0
20602502        ;Slang 1/4 250mm r8*h8;;;20602502;F35     ;;4.03;ST      ;1;0
20603001        ;Slang 1/4 300mm r8*r8;;;20603001;F35     ;;3.98;ST      ;1;0
20603002        ;Slang 1/4 300mm r8*h8;;;20603002;F35     ;;4.17;ST      ;1;0
20603501        ;Slang 1/4 350mm r8*r8;;;20603501;F35     ;;4.03;ST      ;1;0
20603502        ;Slang 1/4 350mm r8*h8;;;20603502;F35     ;;4.28;ST      ;1;0
20604001        ;Slang 1/4 400mm r8*r8;;;20604001;F35     ;;3.95;ST      ;1;0
20604002        ;Slang 1/4 400mm R8*H8;;;20604002;F35     ;;4.03;ST      ;1;0
20604003        ;Slang 1/4 400mm H8*H8;;;20604003;F35     ;;4.89;ST      ;1;0
20604103        ;Slang 1/4 410mm H8*H8;;;20604100;F35     ;;4.91;ST      ;1;0
20604502        ;Slang 1/4 450mm R8*H8;;;20604502;F35     ;;4.36;ST      ;1;0
20605001        ;Slang 1/4 500mm r8*r8;;;20605001;F35     ;;4.21;ST      ;1;0
20605002        ;Slang 1/4 500mm r8*h8;;;20605002;F35     ;;4.67;ST      ;1;0
20606001        ;Slang 1/4 600mm r8*r8;;;20606001;F35     ;;4.46;ST      ;1;0
20606002        ;Slang 1/4 600mm r8*h8;;;20606002;F35     ;;4.67;ST      ;1;0
20606005        ;Slang 1/4 600mm h8*xqb0404;;;20606005;F35     ;;5.14;ST      ;1;0
20607001        ;Slang 1/4 700mm r8*r8;;;20607001;F35     ;;4.72;ST      ;1;0
20607002        ;Slang 1/4 700mm r8*h8;;;20607002;F35     ;;5.18;ST      ;1;0
20608001        ;Slang 1/4 800mm r8*r8;;;20608001;F35     ;;4.98;ST      ;1;0
20608002HSE     ;Slang 1/4 800mm r8l*h8l;slanglengte is zaaglengte;Slangnummer 8;20608001;F35     ;;7.00;ST      ;1;0
20608501        ;Slang 1/4 850mm r8*r8;;;20608501;F35     ;;0;ST      ;1;0
20608502        ;Slang 1/4 850mm r8*h8;;;20608502;F35     ;;5.20;ST      ;1;0
20608502HSE     ;Slang 1/4 850mm R8S*H8S;slanglengte is zaaglengte;Slangnummer 7;20608501;F35     ;;9.41;ST      ;1;0
20608701HSE     ;Slang 1/4 870mm r8*8 45gr;;;2060870 ;F35     ;;12.03;ST      ;1;0
20609001        ;Slang 1/4 900mm r8*r8;;;20609001;F35     ;;5.25;ST      ;1;0
20609002        ;Slang 1/4 900mm r8*h8;;;20609002;F35     ;;5.71;ST      ;1;0
2061000001WX    ;Slang 1/4 10000mm r3/8*r3/8;;;20610000;F35     ;;107.45;ST      ;1;0
20610001        ;Slang 1/4 1000mm r8*r8;;;20610001;F35     ;;5.50;ST      ;1;0
20610002        ;R2AT1/4 1000mm r8*h8;;;20610002;F35     ;;5.53;ST      ;1;0
20611001        ;Slang 1/4 1100mm r8*r8;;;20611001;F35     ;;5.76;ST      ;1;0
20612001        ;Slang 1/4 1200mm r8*r8;;;20612001;F35     ;;6.01;ST      ;1;-4
20612003        ;Slang 1/4 1200mm H8*H8;;;20612003;F35     ;;6.94;ST      ;1;0
20612305        ;Slang 1/4 1230mm r12*h8;;;20612305;F35     ;20612305     ;6.84;ST      ;1;0
20613001        ;Slang 1/4 1300mm r8*r8;;;20613001;F35     ;;6.28;ST      ;1;0
20613302HSE     ;Slang 1/4 1330mm r8*h8;;;2061330 ;F35     ;;12.31;ST      ;1;0
20614001        ;Slang 1/4 1400mm r8*r8;;;20614001;F35     ;;6.53;ST      ;1;0
20614002        ;Slang 1/4 1400mm r8*h8;;;20614002;F35     ;;5.88;ST      ;1;0
20614003        ;Slang 1/4 1400mm h8*h8;;;20614003;F35     ;;7.47;ST      ;1;0
20614502        ;Slang 1/4 1450mm r8*h8;;;20614501;F35     ;;7.12;ST      ;1;0
20615001        ;Slang 1/4 1500mm r8*r8;;;20615001;F35     ;;6.79;ST      ;1;0
20615002        ;Slang 1/4 1500mm r8*h8;;;20615002;F35     ;;7.26;ST      ;1;0
20615002HSE     ;Slang 1/4 1500mm r12*h08;slanglengte is zaaglengte;Slangnummer 2;2061500 ;F35     ;;19.77;ST      ;1;0
20615003        ;Slang 1/4 1500mm h8*h8;;;20615003;F35     ;;7.73;ST      ;1;0
20616001        ;Slang 1/4 1600mm r8*r8;;;20616001;F35     ;;7.05;ST      ;1;0
20616002        ;Slang 1/4 1600mm r8*h8;;;20616002;F35     ;;7.52;ST      ;1;0
20617001        ;Slang 1/4 1700mm r8*r8;;;20617001;F35     ;;7.30;ST      ;1;0
20618001        ;Slang 1/4 1800mm r8*r8;;;20618001;F35     ;;7.57;ST      ;1;0
20618003        ;Slang 1/4 1800mm h8*h8;;;20618003;F35     ;;8.50;ST      ;1;0
20620001        ;Slang 1/4 2000mm r8*r8;;;20620001;F35     ;;8.08;ST      ;1;-3
20620002        ;Slang 1/4 2000mm r8*h8;;;20620002;F35     ;;0;ST      ;1;0
20622001        ;Slang 1/4 2200mm r8*r8;;;20622001;F35     ;;8.60;ST      ;1;0
20624001        ;Slang 1/4 2400mm r8*r8;;;20624001;F35     ;;9.12;ST      ;1;-4
20624002        ;Slang 1/4 2400mm r8*h8;;;20624002;F35     ;;9.58;ST      ;1;0
20625001        ;Slang 1/4 2500mm r8*r8;;;20625001;F35     ;;9.17;ST      ;1;0
20627001        ;Slang 1/4 2700mm r8*r8;;;20627001;F35     ;;9.88;ST      ;1;0
20628001        ;Slang 1/4 2800mm r8*r8;;;20628001;F35     ;;10.04;ST      ;1;0
20628002        ;Slang 1/4 2800mm r8*h8;;;20628002;F35     ;;10.62;ST      ;1;0
20629001        ;R2AT1/4 2900mm r8*r8;;;20629001;F35     ;;10.41;ST      ;1;0
20632002        ;Slang 1/4 3200mm r8*h8;;;20632002;F35     ;;11.64;ST      ;1;0
20635002        ;Slang 1/4 3500mm r8*h8;;;20635002;F35     ;;12.75;ST      ;1;0
20636001        ;Slang 1/4 3600mm r8*r8;;;20636001;F35     ;;12.2;ST      ;1;0
20638001        ;Slang 1/4 3800mm r8*r8;;;20638001;F35     ;;12.20;ST      ;1;0
20642001        ;Slang 1/4 4200mm r8*h8;;;20642002;F35     ;;16.09;ST      ;1;0
20645002        ;Slang 1/4 4500mm r8*h8;;;20645002;F35     ;;16.09;ST      ;1;0
20660001        ;Slang 1/4 6000mm r8*r8;;;20660001;F35     ;;18.52;ST      ;1;0
20800502HSE     ;Slang 5/16 500mm r45-12*h10;slanglengte is zaaglengte;Slangnummer 10;20800502;F35     ;;8.83;ST      ;1;0
20804001        ;Slang 5/16 400mm r10*r10;;;20805001;F35     ;;4.41;ST      ;1;0
20805001        ;Slang 5/16 500mm r10*r10;;;20805001;F35     ;;4.72;ST      ;1;0
20805003HSE     ;Slang 5/16 500mm 45gr.12*h10;slanglengte is zaaglengte;Slangnummer 10;208     ;F35     ;;10.76;ST      ;1;0
20806001        ;Slang 5/16 600mm r10*r10;;;20806001;F35     ;;5.02;ST      ;1;0
20806002        ;Slang 5/16 600mm r10*h10;;;20806002;F35     ;;5.61;ST      ;1;0
20807001        ;Slang 5/16 700mm r10*r10;;;20807001;F35     ;;5.32;ST      ;1;0
20807002        ;Slang 5/16 700mm H10*R12;;;20807002;F35     ;;6.11;ST      ;1;0
20807003        ;Slang 5/16 700mm H10*H10;UITRICHTEN 0gr.;;20807003;F35     ;;6.50;ST      ;1;0
20807502        ;Slang 5/16 750mm H10*R12;;;20807502;F35     ;;6.25;ST      ;1;0
20808001        ;Slang 5/16 800mm r10*r10;;;20808001;F35     ;;5.62;ST      ;1;0
20808003        ;Slang 5/16 800mm H10*H10;UITRICHTEN 0 gr.;;20808003;F35     ;;6.81;ST      ;1;0
20809001        ;Slang 5/16 900mm r10*r10;;;20809001;F35     ;;5.93;ST      ;1;0
20809002        ;Slang 5/16 900mm r10*h10;;;20809002;F35     ;;6.51;ST      ;1;0
20810001        ;Slang 5/16 1000mm r10*r10;;;20810001;F35     ;;6.22;ST      ;1;0
20810002        ;Slang 5/16 1000mm r10*h10;;;20810002;F35     ;;6.82;ST      ;1;0
20811001        ;Slang 5/16 1100mm r10*r10;;;20811001;F35     ;;6.52;ST      ;1;0
20812001        ;Slang 5/16 1200mm r10*r10;;;20812001;F35     ;;6.83;ST      ;1;0
20813001        ;Slang 5/16 1300mm r10*r10;;;20813001;F35     ;;7.12;ST      ;1;0
20813002EU      ;Slang 5/16 1300mm r10*h10;;;20813002;F35     ;;12.90;ST      ;1;0
20814001        ;Slang 1400mm r10*r10;;;20814001;F35     ;;7.42;ST      ;1;0
20814001EU      ;Slang 1400mm r10*r10;+EWS10L;;20814001;F35     ;;15.26;ST      ;1;0
20814002        ;Slang 1400mm r10*h10;;;20814002;F35     ;;7.42;ST      ;1;0
20814802        ;Slang 1480mm r10*h10;;;20814802;F35     ;;8.26;ST      ;1;0
20815001        ;Slang 5/16 1500mm r10*r10;;;20815001;F35     ;;7.74;ST      ;1;0
20815002        ;Slang 1500mm r10*h10;;;20815002;F35     ;;0;ST      ;1;0
20815002HSE     ;Slang 5/16 1500mm r12*h10;slanglengte is zaaglengte;Slangnummer 2;20815502;F35     ;;18.20;ST      ;1;0
20815502        ;Slang 5/16 1550mm r10*h10;;;20815502;F35     ;;8.47;ST      ;1;0
20816001        ;Slang 5/16 1600mm r10*r10;;;20816001;F35     ;;8.03;ST      ;1;-1
20817001        ;Slang 5/16 1700mm r10*r10;;;20817001;F35     ;;8.33;ST      ;1;0
20818001        ;Slang 5/16 1800mm r10*r10;;;20818001;F35     ;;8.64;ST      ;1;0
208200001       ;Slang 5/16 20000mm r14*r3/8;;;20820000;F35     ;;78.09;ST      ;1;0
20820001        ;Slang 5/16 2000mm r10*r10;;;20820001;F35     ;;9.24;ST      ;1;0
20820002        ;Slang 5/16 2000mm r10*h10;;;20820002;F35     ;;9.30;ST      ;1;0
20820501        ;Slang 5/16 2050mm r10*r10;;;20820501;F35     ;;9.39;ST      ;1;0
20821802        ;Slang 5/16 2180mm r10*h10;;;20821802;F35     ;;10.38;ST      ;1;0
20822001        ;Slang 5/16 2200mm r10*r10;;;20822001;F35     ;;9.84;ST      ;1;0
20822502        ;Slang 5/16 2250mm r10*h10;;;20822502;F35     ;;10.59;ST      ;1;0
20823001        ;Slang 5/16 2300mm r10*r10;;;20823001;F35     ;;9.09;ST      ;1;0
20823002EU      ;Slang 2300mm r10*h10;;;20823002;F35     ;;16.25;ST      ;1;0
20824001        ;Slang 5/16 2400mm r10*r10;;;20824001;F35     ;;10.44;ST      ;1;-8
20824002        ;Slang 2400mm r10*h10;;;20824002;F35     ;;0;ST      ;1;0
20825001        ;Slang 5/16 2500mm r10*r10;;;20825001;F35     ;;10.75;ST      ;1;0
20826002        ;Slang 2600mm r10*h10;;;20826002;F35     ;;0;ST      ;1;0
20827001        ;Slang 5/16 2700mm r10*r10;;;20827001;F35     ;;11.35;ST      ;1;0
20829001        ;Slang 5/16 2900mm r10*r10;;;20829001;F35     ;;11.96;ST      ;1;0
20836402        ;Slang 5/16 3620mm r10*h10;;;20836202;F35     ;;14.77;ST      ;1;0
20837202        ;Slang 5/16 3720mm r10*h10;;;20837202;F35     ;;15.01;ST      ;1;0
20838202        ;Slang 5/16 3820mm r10*h10;;;20838202;F35     ;;15.32;ST      ;1;0
20840001        ;Slang 5/16 4000mm r10*r10;;;20840001;F35     ;;15.27;ST      ;1;0
20841002        ;Slang 5/16 4100mm r10*h10;;;2084100 ;F35     ;;15.21;ST      ;1;0
20842001        ;Slang 5/16 4200mm r10*r10;;;20842001;F35     ;;15.87;ST      ;1;0
20842002        ;Slang 4200mm r10*h10;;;20842002;F35     ;;7.42;ST      ;1;0
20843003        ;Slang 5/16 4300mm H12*H10;UITRICHTEN OP 180 GR.;;20843003;F35     ;;17.79;ST      ;1;0
20845001        ;Slang 5/16 4500mm r10*r10;;;20845001;F35     ;;15.36;ST      ;1;0
20845003        ;Slang 5/16 4500mm H12*H10;UITRICHTEN OP 180 GR.;;20845003;F35     ;;18.40;ST      ;1;0
20848002        ;Slang 5/16 4800mm r10*h10;;;2084800 ;F35     ;;17.12;ST      ;1;0
20849002        ;Slang 4900mm r10*h10;;;20849002;F35     ;;7.42;ST      ;1;0
20850001        ;Slang 5/16 5000mm r10*r10;;;20850001;F35     ;;18.29;ST      ;1;0
20855002        ;Slang 5/16 5500mm r10*h10;;;2085500 ;F35     ;;19.04;ST      ;1;0
20860002        ;Slang 5/16 6000mm r10*h10;;;20806000;F35     ;;20.39;ST      ;1;0
209-001         ;HANDPERS BRANDSTOF "ARNSTEIN";;;209-001 ;F1901001;;593.09;ST      ;1;0
209-023         ;HANDPERS "ARNSTEIN" BEKKENSET; NW 10-13;;209-023 ;F1901001;;70.11;ST      ;1;0
209-033         ;ATCO PERS INCL. 4 PERSBEKKEN;;;ATCO PER;F2102009;;1054.27;1       ;1;0
209-208         ;ATCO PERSBEK ZWART 5/16";;;ATCO PER;F2102009;;157.76;1       ;1;0
209-210         ;ATCO PERSBEK BLAUW 13/32";;;ATCO PER;F2102009;;157.76;1       ;1;0
209-213         ;ATCO PERSBEK GROEN 1/2";;;ATCO PER;F2102009;;163.86;1       ;1;0
209-216         ;ATCO PERSBEK DOORZICHTIG 5/8";;;ATCO PER;F2102009;;163.86;1       ;1;0
209-233         ;ATCO PERSBEK RUBBER GROEN;;;ATCO PER;F2102009;;11.02;1       ;1;0
209-253         ;ATCO PERSBEK SEGMENT 1/2";;;ATCO PER;F2102009;;15.5;1       ;1;0
20C14RK329N     ;HYDR TANDWIEL POMP 14CC;MET VOORZETLAGER;;20X14RK3;F33     ;;425.7;ST      ;1;0
21002502        ;Slang 3/8 250mm r12*h12;;;2100250 ;F35     ;;0;ST      ;1;0
21003002        ;Slang 3/8 300mm r12*h12;;;21003002;F35     ;;0;ST      ;1;0
21004001        ;Slang 3/8 400mm r12*r12;;;21004001;F35     ;;0;ST      ;1;0
21004002        ;Slang 3/8 400mm r12*h12;;;21004002;F35     ;;0;ST      ;1;0
21004305        ;Slang 3/8 430mm r12*12l 45 gr.;;;21004502;F35     ;;0;ST      ;1;0
21004502        ;Slang 3/8 450mm r12*h12;;;21004502;F35     ;;0;ST      ;1;0
21004502HSE     ;Slang 3/8 450mm r12*h12l;slanglengte is zaaglengte;Slangnummer 9;21004502;F35     ;;0;ST      ;1;0
2100452HSE      ;Slang 3/8 450mm r12l*h12l;slanglengte is zaaglengte;Slangnummer 9;21006002;F35     ;;0;ST      ;1;0
21005001        ;R2AT3/8 500mm r12*r12;;;21005001;F35     ;;0;ST      ;1;-1
21005002        ;Slang 3/8 500mm r12*h12;;;21005002;F35     ;;0;ST      ;1;0
21005004        ;Slang 3/8 500mm h12*h12;;;21005004;F35     ;;0;ST      ;1;0
21005005        ;R2AT3/8 500mm r12*12L 45gr.;;;21005005;F35     ;;0;ST      ;1;0
21005509        ;Slang 3/8 550mm r12*BAB1/2;;;21005509;F35     ;;0;ST      ;1;0
21006001        ;Slang 3/8 600mm r12*r12;;;21006001;F35     ;;0;ST      ;1;0
21006002        ;Slang 3/8 600mm r12*h12;;;21006002;F35     ;;0;ST      ;1;0
21006002HSE     ;Slang 3/8 600mm r15l*h15l;slanglengte is zaaglengte;Slangnummer 6;21006002;F35     ;;0;ST      ;1;0
21006502        ;Slang 3/8 650mm r12*h12;;;21006502;F35     ;;0;ST      ;1;0
2100678B2       ;Slang 3/8 678mm r12*h1245gr;;;2100678 ;F35     ;;0;ST      ;1;0
21007001        ;Slang 3/8 700mm r12*r12;;;21007001;F35     ;;0;ST      ;1;0
21007002        ;Slang 3/8 700mm r12*h12;;;21007002;F35     ;;0;ST      ;1;0
2100730B1       ;Slang 3/8 730mm r12*h1245gr;;;2100730 ;F35     ;;0;ST      ;1;0
21007502        ;Slang 3/8 750mm r12*h12;;;21007502;F35     ;;0;ST      ;1;0
21007503        ;Slang 3/8 750mm 12L 45*12L 45G;180gr. uitrichten..;;21007503;F35     ;;0;ST      ;1;0
21008001        ;Slang 3/8 800mm r12*r12;;;21008001;F35     ;;5.69;ST      ;1;-1
21008002        ;Slang 3/8 800mm r12*h12;;;21008002;F35     ;;0;ST      ;1;0
21008002HSE     ;Slang 3/8 800mm r15l*h12l;slanglengte is zaaglengte;Slangnummer 5;21008002;F35     ;;0;ST      ;1;0
21008003HSE     ;Slang 3/8 800mm 1/2bu*8L 45gr.;slanglengte is zaaglengte;Slangnummer 12;21008003;F35     ;;0;ST      ;1;0
21008004HSE     ;Slang 3/8 800mm 1/2bu*8L 45gr.;slanglengte is zaaglengte;Slangnummer  13;21008004;F35     ;;26.89;ST      ;1;0
21008005        ;Slang 3/8 800mm r12*12L 45;;;21008005;F35     ;;6.42;ST      ;1;0
21008502        ;Slang 3/8 850mm r12*h12;;;21008502;F35     ;;6.40;ST      ;1;0
21008509        ;Slang 3/8 850mm r12*BAB1/2;;;21008509;F35     ;;8.01;ST      ;1;0
21009001        ;Slang 3/8 900mm r12*r12;;;21009001;F35     ;;5.99;ST      ;1;0
21009002        ;Slang 3/8 900mm r12*h12;;;21009002;F35     ;;6.54;ST      ;1;0
21009003        ;Slang 3/8 900mm 12L 45*12L 45G;180gr. uitrichten..;;21009003;F35     ;;7.55;ST      ;1;0
21009502        ;Slang 3/8 950mm r12*h12;;;21009502;F35     ;;6.70;ST      ;1;0
21009503        ;Slang 3/8 950mm 12L 45*12L 45G;180gr. uitrichten..;;21009503;F35     ;;7.55;ST      ;1;0
21010001        ;Slang 3/8 1000mm r12*r12;;;21010001;F35     ;;6.54;ST      ;1;-1
21010002        ;Slang 3/8 1000mm r12*h12;;;21010002;F35     ;;6.86;ST      ;1;0
21010505KU      ;Slang 3/8 1000mm h12*45 gr12;;;21010005;F35     ;;12.55;ST      ;1;0
21011001        ;Slang 3/8 1100mm r12*r12;;;21011001;F35     ;;6.61;ST      ;1;0
21011002        ;Slang 3/8 1100mm r12*h12;;;21011002;F35     ;;7.17;ST      ;1;0
2101113D2       ;Slang 3/8 1113mm r12*h12;;;2101113 ;F35     ;;6.69;ST      ;1;0
2101143C1       ;Slang 3/8 1143mm r12*h12;;;2101143 ;F35     ;;6.66;ST      ;1;0
21011509        ;Slang 3/8 1150mm r12*BAB1/2;;;21011509;F35     ;;8.93;ST      ;1;0
2101173D1       ;Slang 3/8 1173mm r12*h12;;;2101173 ;F35     ;;6.86;ST      ;1;0
2101191C2       ;Slang 3/8 1191mm r12*h12;;;2101191 ;F35     ;;6.83;ST      ;1;0
21012001        ;R2at 3/8 1200mm r12*r12;;;21012001;F35     ;;6.91;ST      ;1;0
21012002        ;Slang 3/8 1200mm r12*h12;;;21012002;F35     ;;7.47;ST      ;1;0
21012703PO      ;Slang 3/8 1270mm r9/16*45gr;;;21007003;F35     ;;26.89;ST      ;1;0
2101286E1       ;Slang 3/8 1286mm r12*h1245gr;;;2101286 ;F35     ;;7.35;ST      ;1;0
21013001        ;Slang 3/8 1300mm r12*r12;;;21013001;F35     ;;7.22;ST      ;1;0
21013002        ;Slang 3/8 1300mm r12*h12;;;21013002;F35     ;;7.78;ST      ;1;0
21013002HSE     ;Slang 3/8 1300mm r12s*h12s;slanglengte is zaaglengte;Slangnummer 3;21013002;F35     ;;37.35;ST      ;1;0
21014001        ;Slang 3/8 1400mm r12*r12;;;21014001;F35     ;;7.53;ST      ;1;0
21014002        ;Slang 3/8 1400mm r12*h12;;;21014002;F35     ;;8.08;ST      ;1;0
21014002HSE     ;Slang 3/8 1400mm r12s*h12s;slanglengte is zaaglengte;Slangnummer 7;21014002;F35     ;;23.49;ST      ;1;0
21014009        ;Slang 3/8 1400mm r12*BAB1/2;;;21014009;F35     ;;9.70;ST      ;1;0
21015001        ;Slang 3/8 1500mm r12*r12;;;21015001;F35     ;;7.83;ST      ;1;0
21015002        ;Slang 3/8 1500mm r12*h12;;;21015002;F35     ;;8.40;ST      ;1;0
2101562A2       ;Slang 3/8 1562mm r12*h12;;;2101562 ;F35     ;;7.78;ST      ;1;0
21016001        ;R2AT3/8 1600mm r12*r12;;;21016001;F35     ;;8.15;ST      ;1;0
21016002        ;Slang 3/8 1600mm r12*h12;;;21016002;F35     ;;8.70;ST      ;1;0
2101638A1       ;Slang 3/8 1638mm r12*h12;;;2101638 ;F35     ;;7.99;ST      ;1;0
21017001        ;Slang 3/8 1700mm r12*r12;;;21017001;F35     ;;8.45;ST      ;1;0
21017002        ;Slang 3/8 1700mm r12*h12;;;21017002;F35     ;;9.00;ST      ;1;0
21018001        ;Slang 3/8 1800mm r12*r12;;;21018001;F35     ;;8.76;ST      ;1;0
21018002        ;Slang 3/8 1800mm r12*h12;;;21018002;F35     ;;9.32;ST      ;1;0
21019002        ;Slang 3/8 1900mm r12*h12;;;21019002;F35     ;;9.61;ST      ;1;0
21020001        ;Slang 3/8 2000mm r12*r12;;;21020001;F35     ;;9.37;ST      ;1;0
21020002        ;Slang 3/8 2000mm r12*h12;;;21020002;F35     ;;9.93;ST      ;1;0
21020002HSE     ;Slang 3/8 2000mm r12l*h15l;slanglengte is zaglengte;Slangnummer 4;21020002;F35     ;;16.24;ST      ;1;0
21021001        ;Slang 3/8 2100mm r12*r12;;;21021001;F35     ;;9.69;ST      ;1;0
21022001        ;Slang 3/8 2200mm r12*r12;;;21022001;F35     ;;9.99;ST      ;1;0
21022002        ;Slang 3/8 2200mm r12*h12;;;21022001;F35     ;;10.54;ST      ;1;0
21024001        ;Slang 3/8 2400mm r12*r12;;;21024001;F35     ;;10.60;ST      ;1;0
21024002        ;Slang 3/8 2400mm r12*h12;;;21024002;F35     ;;11.15;ST      ;1;0
21025001        ;Slang 3/8 2500mm r12*r12;;;21025001;F35     ;;10.91;ST      ;1;0
21025001HBL     ;Slang 3/8 2500mm 1/2BU*r10;;;21025001;F35     ;;0;ST      ;1;0
21026001        ;Slang 3/8 2600mm r12*r12;;;21026001;F35     ;;10.91;ST      ;1;0
21026502        ;Slang 3/8 2650mm r12*h12;;;21026502;F35     ;;12.69;ST      ;1;0
21027001        ;Slang 3/8 2700mm r12*r12;;;21027001;F35     ;;11.52;ST      ;1;0
21028001        ;Slang 3/8 2800mm r12*r12;;;21028001;F35     ;;11.83;ST      ;1;0
21029001        ;Slang 3/8 2900mm r12*r12;;;21029001;F35     ;;12.14;ST      ;1;0
21030001        ;Slang 3/8 3000mm r12*r12;;;21030001;F35     ;;12.44;ST      ;1;0
21030003        ;Slang 3/8 3000mm h12*h12;;;21030003;F35     ;;13.56;ST      ;1;0
21031001        ;Slang 3/8 3100mm r12*r12;;;21031001;F35     ;;12.88;ST      ;1;0
21032001        ;Slang 3/8 3200mm r12*r12;;;21032001;F35     ;;13.06;ST      ;1;0
21032002        ;Slang 3/8 3200mm r12*h12;;;21032002;F35     ;;13.12;ST      ;1;0
21034001        ;Slang 3/8 3400mm r12*r12;;;21034001;F35     ;;13.66;ST      ;1;0
21035001        ;Slang 3/8 3500mm r12*r12;;;21035001;F35     ;;13.98;ST      ;1;0
21035002        ;Slang 3/8 3500mm r12*h12;;;21035002;F35     ;;14.53;ST      ;1;0
21037001        ;Slang 3/8 3700mm r12*r12;;;21037001;F35     ;;14.60;ST      ;1;0
21038001        ;Slang 3/8 3800mm r12*r12;;;21038001;F35     ;;14.90;ST      ;1;0
21039001        ;Slang 3/8 3900mm r12*r12;;;21039001;F35     ;;14.29;ST      ;1;0
21040001        ;Slang 3/8 4000mm r12*r12;;;21040001;F35     ;;14.41;ST      ;1;0
21045001        ;Slang 3/8 4500mm r12*r12;;;21045001;F35     ;;16.21;ST      ;1;0
21046001        ;Slang 3/8 4600mm r12*r12;;;21046001;F35     ;;16.48;ST      ;1;0
21048001        ;Slang 3/8 4800mm r12*r12;;;21048001;F35     ;;17.98;ST      ;1;0
21052001        ;Slang 3/8 5200mm r12*r12;;;21052001;F35     ;;19.75;ST      ;1;0
21052002        ;Slang 3/8 5200mm r12*h12;;;21052002;F35     ;;20.00;ST      ;1;0
21055001        ;Slang 3/8 5500mm r12*r12;;;21055001;F35     ;;20.08;ST      ;1;0
21060001        ;Slang 3/8 6000mm r12*r12;;;21060001;F35     ;;0;ST      ;1;0
21060002        ;Slang 3/8 6000mm r12*h12;;;21060002;F35     ;;0;ST      ;1;0
21065001        ;Slang 3/8 6500mm r12*r12;;;21065001;F35     ;;22.68;ST      ;1;0
21067001        ;Slang 3/8 6700mm r12*r12;;;21067001;F35     ;;23.89;ST      ;1;0
21075001        ;Slang 3/8 7500mm r12*r12;;;21075001;F35     ;;25.01;ST      ;1;0
21080001        ;Slang 3/8 8000mm r12*r12;;;21080001;F35     ;;27.87;ST      ;1;0
21090001        ;Slang 3/8 9000mm r12*r12;;;21090001;F35     ;;29.33;ST      ;1;0
21211001        ;Slang 3/4 1100mm R22*R22;;;2201100 ;F35     ;;13.71;ST      ;1;0
21220001        ;Slang 3/4 2000mm R22*R22;;;22022001;F35     ;;18.45;ST      ;1;0
21220002GE      ;Slang 3/4 2000mm r25s*h1 5/16;;;21220002;F35     ;;73.46;ST      ;1;0
21222502GE      ;Slang 3/4 2250mm r25s*h1 5/16;;;21220002;F35     ;;75.13;ST      ;1;0
21304001        ;Slang 1/2 400mm r15*r15;;;21304001;F35     ;;5.50;ST      ;1;0
21304002        ;Slang 1/2 400mm r15*h15;;;21304002;F35     ;;6.23;ST      ;1;0
21304003        ;Slang 1/2 400mm H15*H15;;;2130400 ;F35     ;;7.18;ST      ;1;0
21305001        ;Slang 1/2 500mm r15*r15;;;21305001;F35     ;;5.85;ST      ;1;0
21305002        ;Slang 1/2 500mm r15*h15;;;21305002;F35     ;;6.59;ST      ;1;0
21306001        ;Slang 1/2 600mm r15*r15;;;21306001;F35     ;;6.20;ST      ;1;0
21306002        ;Slang 1/2 600mm r15*h15;;;21306002;F35     ;;6.93;ST      ;1;0
21306401GJ      ;R2AT 1/2  640mm  r1/2*r1/2;ZAAGLENGTE 64CM;;21306400;F35     ;;0;ST      ;1;0
21306501        ;Slang 1/2 650mm r15*r15;;;21306501;F35     ;;6.37;ST      ;1;0
21307001        ;Slang 1/2 700mm r15*r15;;;21307001;F35     ;;6.54;ST      ;1;0
21307002        ;Slang 1/2 700mm r15*h15;;;21307002;F35     ;;7.28;ST      ;1;0
21307502        ;Slang 1/2 750mm r15*h15;;;21307502;F35     ;;7.44;ST      ;1;0
21308001        ;Slang 1/2 800mm r15*r15;;;21308001;F35     ;;6.89;ST      ;1;0
21308002        ;R2AT1/2 800mm r15*h15;;;21308002;F35     ;;7.62;ST      ;1;0
21309001        ;Slang 1/2 900mm r15*r15;;;21309001;F35     ;;7.24;ST      ;1;0
21309002        ;Slang 1/2 900mm r15*h15;;;21309002;F35     ;;7.97;ST      ;1;0
21309004        ;Slang 1/2 900mm h15*h15;;;21309004;F35     ;;8.70;ST      ;1;0
213100001       ;Slang 1/2 10 MTR r15*r15;;;21310001;F35     ;;38.98;ST      ;1;0
21310001        ;Slang 1/2 1000mm r15*r15;;;21310001;F35     ;;7.58;ST      ;1;0
21310002        ;Slang 1/2 1000mm r15*h15;;;21310002;F35     ;;8.31;ST      ;1;0
21311001        ;Slang 1/2 1100mm r15*r15;;;21311001;F35     ;;7.93;ST      ;1;0
21312001        ;Slang 1/2 1200mm r15*r15;;;21312001;F35     ;;8.27;ST      ;1;0
21312001GJ      ;R2AT 1/2 1200mm 2*1/2 wartel;;;21017005;F35     ;;0;ST      ;1;0
